codigo,Tipología de Oficina,Red,Fecha de Apertura,Nombre,Cantidad Puntos de Atención,Dirección,Indicativo,Teléfono Oficina,Fax,codigoOficina,Nombre Oficina Adscrita,Servilinea,Cliente Externo,Abreviado,Código Dane,Municipio,Departamento,Tipo de Ciudad,Uso del suelo,Región,Zona Comercial,Gerencia Administrativa,Horario Normal,Horario Adicional,Servicio Prestado en Horario Adicional,Atencion a personas con Discapacidad,Servicaja,Cajero Automático,Depositario,Kioscos,Multifuncionales ,Servilinea,Internet,Cantidad de filas propuestas ,Fila Invitados ,Fila Preferencial,Fila Clientes,Fila Tarjeta Verde
51,Oficina,PMP,09/03/1955,Las Aguas,1,Avenida Jiménez N° 3- 17,51,3 077000 Cód. 051 - 2 435350 - 2 438272 - Cel. Gerente: 316 6910138 - Cel JDS:3173692984,,,,3 820000  ,3077000 + Cód.. Oficina,44051,11001,Bogotá D.C.,Bogotá D.C.,Principal,Residencial,Bogotá Sur,BS - 03 Bogotá - Centro Oriental,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
52,Oficina,PMP,29/10/1979,Central San Martin,1,Calle 31A N° 6-75 ,51,3 077000 Cód. 052 -  2 858823 - 2 858623 - 3 384781 - Cel. Gerente: 318 7726867 - Cel JDS:3166293120,,,,3 820000  ,3077000 + Cód.. Oficina,44052,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur, ,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,4,X,X,X,X
54,Oficina,PMP,11/07/1963,Paloquemao,1,Carrera 22 N° 13 - 07,51,3 077000 Cód. 054 - 2 016933  - Cel. Gerente: 316 5221709 - Cel JDS:3159277726,,,,3 820000  ,3077000 + Cód.. Oficina, 42594 - 44054,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 02 Bogotá - Teusaquillo,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,1,0,0,Sí,No,3,X,X,X,
55,Oficina,PMP,01/07/1965,Calle 9a. Carrera 34,1,Calle  9 N° 34 - 64,51,3 077000 Cód. 055 - 2 376851 - 2 775999- Cel. Gerente: 316 2909093 - Cel JDS:3163609664,,,,3 820000  ,3077000 + Cód.. Oficina,42008 - 42115 - 44055,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 06 Bogotá - Zona Industrial,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,1,0,0,Sí,No,4,X,X,X,X
56,Oficina,PMP,22/07/1982,Carrera 11 N° 68-09,1,Carrera 11 N° 68 -09,51,2 490010 - 2 498768 - 2 498789 - 2 498784 - Cel. Gerente: 316 7444918 - Cel JDS:3166183012,,,,3 820000  ,3077000 + Cód.. Oficina,44056,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN- 2  Bogotá -  Chapinero,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,0,0,0,0,Sí,No,4,X,X,X,X
57,Oficina,PMP,09/08/1961,Ricaurte,1,Calle 10 N° 28 - 60,51,3 077000 Cód. 057 - 2 478800 - 2 479357 - Cel. Gerente: 318 4508851 - Cel JDS:3163584764,,,,3 820000  ,3077000 + Cód.. Oficina,44057,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 06 Bogotá - Zona Industrial,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,1,1,0,No,No,3,X,X,X,
58,Oficina,PMP,11/06/1954,San Agustín,1,Avenida Caracas N° 8 - 45,51,3 077000 Cód. 058 - 3 341019 - 3 341018 - Cel. Gerente: 317 6578424 - Cel JDS:3158321137,,,,3 820000  ,3077000 + Cód.. Oficina,44058,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 03 Bogotá - Centro Oriental,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
59,Oficina,MB,AL 31 DE ENERO,Mesitas del Colegio,1,Calle 10 N°  6 - 03,51,8 475280 - 8 476990 - 8 476911 - Cel. Gerente: 316 6925319 - Cel. Jds: 316 8761054 - Cel JDS:3168260554,,,,3 820000,,8770059,25245,El Colegio,Cundinamarca,Población,Comercial,Central, CE - 1 Cundinamarca,Central,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.                                                                     ,NO,,No,NO,1,0,0,0,Sí,No,2,X,X,,
60,Oficina,PMP,28/03/1985,Kennedy,1,Calle 36 Sur N° 73 D - 22,51,3 077000 Cód. 060 - 2 650640 - 2 650065 - 2 736392-2 654357 - Cel. Gerente: 318 4524447 - Cel JDS:3165752049,,,,3 820000  ,3077000 + Cód.. Oficina,44060,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 05 Bogotá - Occidente,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,2,1,0,0,Sí,No,4,X,X,X,X
61,Oficina,PMP,09/05/1972,Centro IND. Cazuca,1,Carrera  4a N°  58 - 62 Soacha-Cazuca,51,3 077000 Cód. 061 - 7 752743 - 7 752713 - Cel. Gerente: 316 4807946 - Cel JDS:3186370861,,,,3 820000  ,3077000 + Cód.. Oficina,44061,25754,Soacha,Cundinamarca,Principal,Industrial,Bogotá Sur,BS - 01 Bogotá - Auto Sur,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,2,1,0,0,No,No,4,X,X,X,X
62,Oficina,PMP,06/05/1905,San Diego,1,Carrera 13 N° 26-45 Entrepiso,51,3 077000 Cód. 062 - 2 812050 - 2 812261- 3 416892  - Cel. Gerente: 316 7064008 - Cel JDS:3164645132,,,,3 820000  ,3077000 + Cód.. Oficina,44062,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 04 Bogotá - Cl. 26,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,0,1,0,Sí,No,3,X,X,X,
63,Oficina  De  Recaudos Y Pagos,PMP,05/08/2013,Oficina de Recaudos y Pagos Centro Comercial Iserra 100,1,Transversal 55 N° 98a - 66 Local 330,51,6 361740 - 6 346460 - 6 346458,,,Extensión de Caja Universidad Santo Tomas Calle 72,,,,11001,Bogotá D.C.,Bogotá D.C.,Principal,,Bogotá Norte,,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 4:00 p.m. ,No,Caja,No,0,1,0,0,0,No,No,2,X,,,X
64,Oficina,MB,Al 31 de Enero,Centro Comercial El Pórtico,1,Carrera 5 N° 13-50 Local 59-63,51,8 922583 - 8 922591 - 8 922582 - 8 922580 - Cel. Gerente: 315 8430462 - Cel. Jds: 318 2432554 - Cel JDS:3163797080,,,,3 820000,,8770064,25269,Facatativá,Cundinamarca,Población,Comercial,Central, CE - 1 Cundinamarca,Central,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.                                                                           ,Sábado 10:30 a.m. - 2:00 p.m.,Caja,No,NO,2,0,0,0,Sí,No,3,X,X,X,
65,Oficina,MB,Al 31 de Enero,Los Comuneros Zipaquira,1,Carrera 8 N° 4 - 16,51,8 523577 -  8 528321 -  Cel. Gerente: 318 6953207 - Cel. Jds: 316 3852385 - Cel JDS:3164936875,,,,3 820000,,8770065,25899,Zipaquira,Cundinamarca,Población,Comercial,Central, CE - 2 Cundinamarca - Sabana,Central,Lunes a Viernes    8:00 a.m. - 3:00 p.m.                                                                             ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
66,Oficina,MB,Al 31 de Enero,Pacho,1,Calle 7 N° 17 - 37,51,8 540840 - 8 540687 - 8 540134 - 8 540940 - 8 540900 - Cel. Gerente: 315 9262221 - Cel. Jds: 318 7169120 - Cel JDS:3168707600,,,,3 820000,,8770066,25513,Pacho,Cundinamarca,Población,Comercial,Central, CE - 2 Cundinamarca - Sabana,Central,Lunes a Viernes    8:00 a.m. - 3:00 p.m.                                                                             ,NO,,No,NO,1,0,0,0,No,No,2,X,X,,
67,Oficina,MB,Al 31 de Enero,Tabio,1,Carrera 3 N° 4 - 19,51,8 647269 - 8 648238 - 8 648279 - 8 647271 - Cel. Gerente: 317 5386876-Cel. Jds:: 318 2803760 - Cel JDS:3184624775,,,,3 820000,,8770067,25785,Tabio,Cundinamarca,Población,Comercial,Central, CE - 1 Cundinamarca,Central,Lunes a Viernes    8:00 a.m. - 3:00 p.m.                                                                             ,NO,,No,NO,1,0,0,0,Sí,No,2,X,X,,
68,Oficina,PMP,10/03/1941,San Victorino,1,Calle 13 N° 15 - 25,51,3 077000 Cód. 068 -  2 430050 - 2 434668 - Cel. Gerente: 316 4671738 - Cel JDS:3156436887,,,,3 820000  ,3077000 + Cód.. Oficina,44068 - 8770069,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 03 Bogotá - Centro Oriental,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,1,0,0,Sí,No,3,X,X,X,
69,Oficina,MB,Al 31 de Enero,Plaza Neira Ubate,1,Carrera 8a N° 8 -13,51,8 553801 - 8 353701 - Cel. Gerente: 316 4501310 - Cel JDS:3177009910,8 552421,,,3 820000,,,25843,Villa de San Diego de Ubate,Cundinamarca,Población,Comercial,Oriente,OR - 2 Boyacá - Norte Cundinamarca,Oriente,Lunes a Viernes    8:00 a.m. - 3:00 p.m.                                                                             ,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
70,Oficina,MB,Al 31 de Enero,Parque Bolívar - Santa Marta,1,Calle 15 N° 1C-54 Edificio Pevesca,55,4 351798 - 4 351799 - 4 366063 - Cel. Gerente: 316 6185229 - Cel JDS:3185662236,,,,4 318509,,,47001,Santa Marta,Magdalena,Intermedia,Comercial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
71,Oficina,PMP,18/02/1965,Avenida 6a. Carrera 22,1,Avenida 6 Carrera 22 - 11,51,3 077000 Cód. 071 -  2 770557 - 2 377178 - 2 776262 - Cel. Gerente: 316 6193271 - Cel JDS:3188097097,,,,3 820000  ,3077000 + Cód.. Oficina,44071,11001,Bogotá D.C.,Bogotá D.C.,Principal,Industrial,Bogotá Sur,BS - 03 Bogotá - Centro Oriental,Bogotá Sur,Lunes a Viernes  9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
72,Oficina,PMP,Antes Dic de 2007,El Lago,1,Carrera 15 N° 77-92,51,2 365026 - 2 578333 - 2 567464 - 2 36503- Cel. Gerente: 316 8751109 - Cel JDS:3157911219,,,,3 820000  ,3077000 + Cód.. Oficina,44072,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN- 2  Bogotá -  Chapinero,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,2,1,0,0,Sí,No,4,X,X,X,X
73,Oficina,PMP,19/06/1972,Techo Bavaria,1,Carrera 72 (Avenida Boyacá) N° 8 B - 35,51,3 077000 Cód. 073 - 4 118672 - 4 116214 - 4 110209 - Cel. Gerente: 316 5794886 - Cel JDS:3164524579,,,,3 820000  ,3077000 + Cód.. Oficina,44073,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 05 Bogotá - Occidente,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,4,X,X,X,X
74,Oficina,MB,Al 31 de Enero,Avenida Las Peñitas,1,Calle 25 N° 25-46,55,2 812157  - 2 812158 - Cel. Gerente: 317 3673307 - Cel JDS:3163036718,2 822329,,,2 820550,,,70001,Sincelejo,Sucre,Intermedia,Comercial,Costa,CO - 5  Córdoba - Sucre,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m. ,Sábado 8:00 a.m. - 12:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
75,Oficina,PMP,23/04/1963,Galerías,1,Calle 53 B N° 25-21 local 1167,51,3 077000 Cód. 075 - 3 450422 - 3 478035 - 3 454111-2 499662- Cel. Gerente: 315 8246192 - Cel JDS:3175765449,,,,3 820000  ,3077000 + Cód.. Oficina,44075,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN- 2  Bogotá -  Chapinero,Bogotá Norte,Lunes a Viernes  9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,2,1,0,0,Sí,No,4,X,X,X,X
76,Oficina,MB,Al 31 de Enero,Centro Comercial Centro Norte,1,"Avenida Norte N° 47A-40 – Locales 2, 83b y 83c",58,7 453518 - 7 454117 -  7 453520 - 7 456129 - Cel. Gerente: 317 4270798 - Cel JDS:3164985338,,,,0-18000518877,,,15001,Tunja,Boyacá,Intermedia,Centro Comercial,Oriente,OR -1  Boyacá,Oriente,"Lunes a jueves 8:00 a.m. - 11:30 a.m.  /  2:00 p.m. -  4:00 p.m. 
Viernes: 8:00 a.m. - 11:30 a.m.  / 2:00 p.m. -  4:30 p.m.
",NO,,No,NO,1,0,0,1,Sí,No,3,X,X,X,
77,Oficina,PMP,28/01/1965,Santa Teresita,1,Carrera 19 N° 40-45,51,3 077000 Cód. 077 - 2 859000 -  2 870337 -  2 875209  - Cel. Gerente: 315 5622629 - Cel JDS:3178869382,,,,3 820000  ,3077000 + Cód.. Oficina,42037 - 42637 - 44077,11001,Bogotá D.C.,Bogotá D.C.,Principal,Residencial,Bogotá Sur,BS - 02 Bogotá - Teusaquillo,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,Sí,NO,1,0,0,0,Sí,No,3,X,X,X,
78,Oficina,PMP,04/04/1984,Metrópolis,1,Avenida 68 N° 75 A 50 Local 105-6,51,6 606851 - 2 310010 - 2 310026 - 2 310027 - Cel. Gerente: 317 5024484 - Cel JDS:3175756876,6 303416,,,3 820000  ,3077000 + Cód.. Oficina,44078,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 3  Bogotá - Cl. 72,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,2,1,1,0,Sí,No,4,X,X,X,X
79,Oficina,PMP,01/09/1998,La Clarita,1,Avenida Calle 68 N° 82-27,51,4 382744 - 4 302368 - Cel. Gerente: 317 5162170 - Cel JDS:3165374768,4 302368 Ext. 158,,,3 820000  ,3077000 + Cód.. Oficina,44079,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 6  Bogotá - Occidental,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,2,0,0,0,No,No,3,X,X,X,
80,Oficina,PMP,01/12/1987,Santa Barbará,1,Avenida  7 N° 112-08,51,2 159211 - 2 159956 - 2 159947 - Cel. Gerente: 316 7429490 - Cel JDS:3184299455,6 208042,,,3 820000  ,3077000 + Cód.. Oficina,44080,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 7  Bogotá - Santa Barbará,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,0,0,0,Sí,No,4,X,X,X,X
81,Oficina,PMP,11/06/1954,Siete de Agosto,1,Carrera 24 N° 65-35,51,2 403088 - 2 508214 - 2 408387  - Cel. Gerente: 318 7569300 - Cel JDS:3176796704,,,,3 820000  ,3077000 + Cód.. Oficina,44081,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN- 2  Bogotá -  Chapinero,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,1,0,0,Sí,No,4,X,X,X,X
82,Oficina,PMP,12/03/1965,Avenida Calle 68,1,Avenida 72 N° 68 H - 24,51,6 301921 - 6 301952 - 6 301950 - 6 301954 - Cel. Gerente: 318 8313408 - Cel JDS:3178958079,6 301889 Ext.158,,,3 820000  ,3077000 + Cód.. Oficina,44082,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 6  Bogotá - Occidental,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,2,1,0,0,Sí,No,4,X,X,X,X
83,Oficina,PMP,14/11/1958,Avenida Ciudad de Quito,1,Avenida Ciudad de Quito N° 77 - 36,51,3 110943 - Cel. Gerente: 317 5165963 - Cel JDS:3183774293,,,,3 820000  ,3077000 + Cód.. Oficina,44083,11001,Bogotá D.C.,Bogotá D.C.,Principal,Industrial,Bogotá Norte,BN - 6  Bogotá - Occidental,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,1,0,0,Sí,No,3,X,X,X,
84,Oficina,PMP,01/09/1988,Avenida Pepe Sierra,1,Avenida Calle 116  N°18B - 26,51,2 159235 - 2 153227 - 2 155189 - 2 140374 - Cel. Gerente: 317 3701362 - Cel JDS:3184624478,2 155781 Ext. 158,,,3 820000  ,3077000 + Cód.. Oficina,44084,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Norte,BN - 7  Bogotá - Santa Barbará,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,1,1,0,0,Sí,No,3,X,X,X,
85,Oficina,PMP,15/05/2006,Centro Comercial Santa Fe,1,Calle 185 N° 45-03 Local 146 - 150,51,6 710970 - 6 740884 - 6 732721 - Cel. Gerente: 317 6382808 - Cel JDS:3176808319,6 707974,,,3 820000  ,3077000 + Cód.. Oficina,44085,11001,Bogotá D.C.,Bogotá D.C.,Principal,Centro Comercial,Bogotá Norte,BN -1   Bogotá - Auto Nororiental,Bogotá Norte,Lunes a Viernes    9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,Viernes  5:00 p.m. - 7:00 pm                                  / Sábado 10:00 a.m. - 4:00 p.m.,Caja / Plataforma,No,NO,2,0,1,1,Sí,No,3,X,X,X,
86,Oficina,PMP,14/08/1989,Centro Comercial Bulevar Niza,1,Carrera  52 N° 125 A 59 LOC. 1-39,51,6 176022 - 6 176034 - 6 176025 - Cel. Gerente: 315 4229818 - Cel JDS:3178957449,2 715442 Ext. 158,,,3 820000  ,3077000 + Cód.. Oficina,44086,11001,Bogotá D.C.,Bogotá D.C.,Principal,Centro Comercial,Bogotá Norte,BN - 5  Bogotá - NorOcc.,Bogotá Norte,Lunes a Viernes    9:00 a.m. -  3:30 p.m.  Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,2,0,0,1,Sí,No,4,X,X,X,X
87,Oficina,PMP,Antes Dic de 2007,Calle 72,1,Calle 72 N° 57-37 Local 1,55,3 587719 - 3 565429 - Cel. Gerente: 316 8674189 - Cel JDS:3175724621,,,,3 504300,,42638 - 42639,8001,Barranquilla,Atlántico,Principal,Comercial,Costa,CO - 7 Barranquilla - Centro,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m. ,NO,,No,NO,1,0,0,0,No,No,4,X,X,X,X
88,Oficina,MB,AL 31 DE ENERO,Centro Comercial Viva Wajira,1,Centro Comercial Viva Wajira Calle 15 N° 18-274 Piso 1 Local 104,55,7 271180 - 7 270045 - 3 18-2854693 . - Cel. Gerente: 318 3980159 - Cel JDS:3178535869,,,,0-18000518877,,,44001,Riohacha,La Guajira,Intermedia,Comercial,Costa,CO - 6 Magdalena - Guajira,Costa,Lunes a Jueves y Fin de mes 8:30 a.m. - 12:00 a.m. / 2:00 p.m. -  4:00 p.m.   Viernes 8:30 a.m. - 12:00 a.m. / 2:00 p.m. - 4:30 p.m. , Sábado 9:00 a.m. - 1:00 p.m.,Caja / Plataforma,No,NO,2,0,0,0,Sí,No,3,X,X,X,
89,Oficina,PMP,Antes Dic de 2007,Autopista del Sur,1,Autopista Sur N° 66 - 06,51,3 077000 Cód. 089 - 7 417553 - 2 382165 - 7 110504 - Cel. Gerente: 315 6589053 - Cel JDS:3175755983,,,,3 820000  ,3077000 + Cód.. Oficina,44089,11001,Bogotá D.C.,Bogotá D.C.,Principal,Industrial,Bogotá Sur,BS - 01 Bogotá - Auto Sur,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,0,0,0,No,No,3,X,X,X,
91,Oficina,MB,AL 31 DE ENERO,Loperena - Valledupar,1,Calle 16 N° 10-48,55,5 893903 - 5 893906 - Cel. Gerente: 318 6298017 - Cel JDS:3154099783,5 745312,,,0-18000518877,,,20001,Valledupar,Cesar,Intermedia,Comercial,Costa,CO - 4 Cesar,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m. ,NO,,No,NO,2,0,0,0,Sí,No,3,X,X,X,
92,Oficina,PMP,23/08/1955,Fontibón,1,Carrera  99 N° 19 - 77,51,3 077000 Cód. 092 - 4 219255 - 4 219256 - 4 219260 -  2 982688 - Cel. Gerente: 315 2945930 - Cel JDS:3176807816,,,,3 820000  ,3077000 + Cód.. Oficina,44092,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 05 Bogotá - Occidente,Bogotá Sur,Lunes a Viernes  9:00 a.m. - 3:30 p.m. ,NO,,No,NO,2,1,1,0,Sí,No,3,X,X,X,
93,Oficina,PMP,14/12/1962,Funza,1,Calle 13 N° 13 -15 /25,51,8 220372 - 8 220367 - 8 221628 - Cel. Gerente: 316 5316349 - Cel. Jds: 317 6574890 - Cel JDS:3184690674,,,,3 820000  ,3077000 + Cód.. Oficina,44093,25286,Funza,Cundinamarca,Población,Comercial,Central, CE - 2 Cundinamarca - Sabana,Central,Lunes a Viernes   9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,2,0,0,0,Sí,No,4,X,X,X,X
94,Oficina,PMP,19/09/1963,Mosquera,1,Carrera 2a N° 2-02,51,8 931879-8 931882 - Cel. Gerente: 317 5386070-     Cel. Jds: 316 5225947 - Cel JDS:3184749016,8 932068,,,3 820000  ,3077000 + Cód.. Oficina,,25473,Mosquera,Cundinamarca,Población,Comercial,Central, CE - 1 Cundinamarca,Central,Lunes a Viernes   9:00 a.m. - 3:30 p.m.   Fin de Mes  9:00 a.m. - 3:00 p.m.,NO,,No,NO,3,1,1,0,Sí,No,3,X,X,X,
95,Oficina,PMP,Antes Dic de 2007,Las Américas,1,Avenida de las Américas N° 43-74,51,3 077000 Cód. 095 - 2 447335 - 3 680624 - 3 680613  - Cel. Gerente: 317 4402226 - Cel JDS:3176510517,,,,3 820000  ,3077000 + Cód.. Oficina,42559 -  44095,11001,Bogotá D.C.,Bogotá D.C.,Principal,Industrial,Bogotá Sur,BS - 02 Bogotá - Teusaquillo,Bogotá Sur,Lunes a  Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,1,0,0,Sí,No,4,X,X,X,X
96,Oficina,MB,AL 31 DE ENERO,Calle 82,1,Calle 82 N° 51-33 Primer Piso,55,3 564133 - 3565315 - 3 56264 - Cel. Gerente: 318 6903821 - Cel JDS:3174392573,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,Comercial,Costa,CO - 1 Barranquilla - Norte,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:00 p.m.   Viernes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. - 4:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
97,Oficina,MB,AL 31 DE ENERO,Centro Comercial Mall Plaza,1,"Avenida Pedro de Heredia Carrera 13 N° 31-45 Locales BF 114,115 y 116 Centro Comercial Mall Plaza",55,6 937752 - 6 937753 - 6 937754 - Cel. Gerente: 315 9265486 - Cel JDS:3152325532,,,,0-18000518877,,,13001,Cartagena,Bolívar,Intermedia,Centro Comercial,Costa,"CO - 3 Bolívar, San Andrés y Providencia",Costa,Lunes a Viernes  9:00 a.m. - 4:00 p.m.  Jornada Continua,Sábado  9:00 a.m. a  1:00 p.m.,Caja / Plataforma,No,NO,1,0,0,0,Sí,No,3,X,X,X,
98,Oficina,MB,AL 31 DE ENERO,Centro Cívico Barranquilla,1,Calle 39 N° 43-99 Local 101,55,3 850928 - 3 850932 -  3858110 - 3 858112 - Cel. Gerente: 316 3316158 - Cel JDS:3162744544,,,,3 504300,,,8001,Barranquilla,Atlántico,Principal,Comercial,Costa,CO - 7 Barranquilla - Centro,Costa,Lunes a Jueves y Fin de mes 8:00 a.m. - 11:30 a.m. / 2:00 p.m. -  4:00 p.m.  Viernes 8:00 a.m. - 11:30 a.m.  /  2:00 p.m. - 4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
99,Oficina,MB,AL 31 DE ENERO,Ariari Granada,1,Carrera 14 N° 16 -18,58,6 582380 - 6 580111 - 6 582900 - Cel. Gerente: 317 6491168-Cel. Jds: 318 4152928 - Cel JDS:3186000116,,,,,,,50313,Granada,Meta,Población,Comercial,Central, CE - 6 Meta,Central,Lunes a Jueves    8:00 a.m.  -  11:30 a.m.   /  2:00  p.m.  -  4:00  p.m.            Viernes  8:00 a.m. - 11:30 a.m.    / 2:00 p.m. -  4:30 p.m.,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
102,Oficina,PMP,Antes Dic de 2007,Avenida Primera,1,Avenida 1 A  N° 19 A - 18,51,3 077000 Cód. 102 - 2 337770 - 3 370335- Cel. Gerente: 316 2358376 - Cel JDS:3173755986,,,,3 820000  ,3077000 + Cód.. Oficina,44102,11001,Bogotá D.C.,Bogotá D.C.,Principal,Comercial,Bogotá Sur,BS - 06 Bogotá - Zona Industrial,Bogotá Sur,Lunes a Viernes    9:00 a.m. - 3:30 p.m. ,NO,,No,NO,1,0,0,0,Sí,No,3,X,X,X,
